athlete_id,athlete_name,gender,age,date_of_birth,nationality,country_name,sport,event,games_type,year,host_city,team_or_individual,medal,result_value,result_unit,total_olympics_attended,total_medals_won,gold_medals,silver_medals,bronze_medals,country_total_gold,country_total_medals,country_first_participation,country_best_rank,is_record_holder,coach_name,height_cm,weight_kg,notes
ATH-01674,Naoto Kowalski,Male,37,1987-03-15,CAN,Canada,Skeleton,Women's Skeleton,Winter,1932,Lake Placid,Individual,No Medal,164.736,seconds,2,1,0,1,0,118,381,1900,6,No,Vladimir Alekna,171.7,65.8,Disqualified (false start)
ATH-01675,Yohan Bolt,Male,22,2002-01-03,PAK,Pakistan,Wrestling,Freestyle 97kg,Summer,2024,Paris,Individual,No Medal,1.457,points,2,4,4,0,0,10,22,1948,45,No,Andrei Socaci,180.9,131.1,-
ATH-01676,Giulia Shah,Female,20,2004-04-04,BRA,Brazil,Weightlifting,+109kg,Summer,2004,Athens,Individual,Silver,326.556,kg,2,1,0,1,0,37,152,1920,20,No,Alberto Salazar,162.7,92.3,Olympic Debut
ATH-01677,Tamar Wanjiku,Female,30,1994-01-10,KOR,South Korea,Bobsled,2-man M,Winter,1948,St. Moritz,Team,No Medal,70.109,seconds,5,1,0,0,1,99,266,1948,5,No,Vladimir Alekna,197.1,74.6,Photo-finish silver
ATH-01678,Paul Müller,Male,38,1986-04-26,SWE,Sweden,Taekwondo,-67kg W,Summer,1896,Athens,Individual,Gold,7.903,points,5,3,2,1,0,200,648,1896,4,No,Andrei Socaci,171.6,50.3,Photo-finish silver
ATH-01679,Elaine Costa,Female,39,1985-12-05,GER,Germany,Ice Hockey,Women's Ice Hockey,Winter,1976,Innsbruck,Team,No Medal,2.508,goals,1,7,2,1,4,275,854,1896,2,No,Bao Chünlai,194.8,100.7,Withdrew - injury
ATH-01680,Christopher Harris,Male,25,1999-12-25,NZL,New Zealand,Freestyle Skiing,Aerials W,Winter,2010,Vancouver,Individual,No Medal,70.775,points,2,0,0,0,0,46,116,1908,25,World Record,Khristo Hristov,161.8,69.0,-
ATH-01681,Sunita Makarov,Female,22,2002-12-05,GRE,Greece,Triathlon,Men's Triathlon,Summer,1920,Antwerp,Individual,Bronze,5587.077,seconds,4,7,0,0,7,34,116,1896,10,World Record,Bob Bowman,166.5,73.4,-
ATH-01682,Lasha Tadesse,Male,21,2003-04-06,CUB,Cuba,Freestyle Skiing,Half-Pipe M,Winter,1932,Lake Placid,Individual,No Medal,89.676,points,5,0,0,0,0,82,226,1900,8,No,Andrei Socaci,183.3,65.3,-
ATH-01683,Erik Rusu,Male,25,1999-10-24,PRK,North Korea,Tennis,Men's Singles,Summer,2004,Athens,Individual,No Medal,3.709,sets,5,7,2,1,4,16,54,1964,35,No,Tadashi Suzuki,194.3,68.0,Comeback after injury
ATH-01684,Christine Bekele,Female,21,2003-10-25,ROM,Romania,Biathlon,Pursuit M,Winter,2022,Beijing,Team,No Medal,3112.228,seconds,2,6,6,0,0,89,307,1924,8,No,Valentin Lalev,192.4,77.2,-
ATH-01685,Akiko Kamau,Female,33,1991-11-07,EGY,Egypt,Shooting,25m Rapid Fire Pistol,Summer,2000,Sydney,Individual,No Medal,198.287,points,3,8,0,0,8,8,28,1912,45,No,Arthur Lydiard,182.9,71.4,Youngest competitor
ATH-01686,Lilit Martin,Female,18,2006-07-08,JAM,Jamaica,Triathlon,Women's Triathlon,Summer,2000,Sydney,Individual,No Medal,6982.993,seconds,2,2,0,1,1,28,94,1948,22,No,Valentin Lalev,166.4,64.0,First from country
ATH-01687,Agnieszka Romano,Female,15,2009-09-04,NOR,Norway,Gymnastics (Artistic),Pommel Horse,Summer,1900,Paris,Individual,No Medal,15.18,points,3,4,2,0,2,148,392,1900,2,No,Wei Ping,160.4,59.0,First from country
ATH-01688,Ashley Kipchoge,Female,24,2000-07-01,BUL,Bulgaria,Weightlifting,73kg,Summer,1900,Paris,Individual,No Medal,246.497,kg,4,1,0,0,1,54,224,1896,15,No,Hiroshi Hoketsu,184.9,57.1,Equipment issue
ATH-01689,Piotr Kamau,Male,31,1993-04-13,ROM,Romania,Figure Skating,Team Event,Winter,1976,Innsbruck,Individual,No Medal,185.713,points,1,3,3,0,0,89,307,1924,8,No,Tadashi Suzuki,187.6,73.2,Equipment issue
ATH-01690,Aysel Haile,Female,40,1984-07-01,SUI,Switzerland,Alpine Skiing,Downhill M,Winter,1964,Innsbruck,Individual,Bronze,119.742,seconds,5,1,0,0,1,70,203,1896,12,No,Dan Pfaff,188.8,85.7,Technical violation
ATH-01691,Nigar Li,Female,37,1987-02-21,IND,India,Figure Skating,Ice Dance,Winter,2002,Salt Lake City,Individual,No Medal,159.964,points,5,3,3,0,0,10,35,1900,48,No,Bao Chünlai,167.1,72.5,-
ATH-01692,Linda Makarov,Female,33,1991-02-14,NED,Netherlands,Bobsled,Monobob W,Winter,1924,Chamonix,Team,Gold,212.377,seconds,4,2,1,0,1,121,380,1900,7,No,Bob Bowman,194.1,109.5,Technical violation
ATH-01693,Simona Bernard,Female,21,2003-12-16,TUR,Turkey,Triathlon,Women's Triathlon,Summer,2020,Tokyo,Individual,Gold,4874.459,seconds,5,6,1,3,2,40,99,1908,22,No,Jon Drummond,173.6,72.8,Disqualified (false start)
ATH-01694,Meseret Tashkentov,Female,25,1999-05-05,DEN,Denmark,Cross-Country Skiing,Team Sprint M,Winter,1964,Innsbruck,Team,No Medal,8709.978,seconds,2,7,5,1,1,66,260,1896,10,No,Anna Tarkhanova,178.2,60.6,-
ATH-01695,Josef Greco,Male,29,1995-10-22,KEN,Kenya,Weightlifting,81kg,Summer,2008,Beijing,Individual,No Medal,273.255,kg,2,5,4,0,1,38,109,1956,20,No,Renato Canova,167.5,66.2,Disqualified (false start)
ATH-01696,Lilit Johnson,Female,36,1988-11-28,PRK,North Korea,Luge,Men's Singles,Winter,1964,Innsbruck,Individual,Gold,144.711,seconds,5,8,1,7,0,16,54,1964,35,No,Percy Cerutty,192.0,62.3,National Record
ATH-01697,Simona Robert,Female,17,2007-12-28,AUS,Australia,Diving,3m Synchronized Springboard M,Summer,1896,Athens,Individual,Bronze,562.178,points,2,4,2,1,1,170,554,1896,4,No,Alberto Salazar,178.6,76.4,Photo-finish silver
ATH-01698,Lilit Patel,Female,42,1982-07-22,AUT,Austria,Volleyball,Women's Beach Volleyball,Summer,2008,Beijing,Team,No Medal,13.143,points,1,8,1,3,4,59,196,1896,18,No,Sandor Szabo,206.7,81.6,-
ATH-01699,Justyna Munkhbat,Female,19,2005-12-24,AUS,Australia,Skeleton,Men's Skeleton,Winter,1936,Garmisch-Partenkirchen,Individual,No Medal,122.121,seconds,1,7,0,4,3,170,554,1896,4,No,Béla Károlyi,191.0,102.1,Youngest competitor
ATH-01700,Ekaterina Weber,Female,27,1997-12-21,CAN,Canada,Rowing,Double Sculls M,Summer,1900,Paris,Team,No Medal,535.549,seconds,5,8,3,0,5,118,381,1900,6,No,Valentin Lalev,188.7,97.0,Withdrew - injury
ATH-01701,Nesta Bondarenko,Male,24,2000-09-22,FIN,Finland,Biathlon,Individual W,Winter,2018,PyeongChang,Team,No Medal,1745.013,seconds,2,0,0,0,0,161,459,1908,3,No,Anna Tarkhanova,173.9,64.4,-
ATH-01702,Romain Bondarenko,Male,33,1991-10-02,JPN,Japan,Swimming,400m Individual Medley,Summer,2000,Sydney,Individual,No Medal,696.07,seconds,2,6,5,0,1,170,497,1912,3,No,Alberto Salazar,184.9,69.4,-
ATH-01703,Valentina Njoroge,Female,39,1985-11-17,CHN,China,Speed Skating,1500m M,Winter,1988,Calgary,Team,No Medal,509.968,seconds,4,0,0,0,0,263,636,1932,1,No,Valentin Lalev,163.3,86.0,-
ATH-01704,Lilit Wiśniewski,Female,39,1985-10-08,RSA,South Africa,Cycling,Sprint,Summer,2000,Sydney,Individual,Gold,10445.427,seconds,5,1,1,0,0,23,90,1904,30,No,Anna Tarkhanova,175.3,59.6,Weather-affected
ATH-01705,Sota Gebrselassie,Male,26,1998-01-28,VEN,Venezuela,Bobsled,2-woman W,Winter,1984,Sarajevo,Team,No Medal,123.872,seconds,3,4,2,1,1,2,14,1948,58,No,John Smith,183.2,91.4,-
ATH-01706,Vikram Karimov,Male,23,2001-08-16,BEL,Belgium,Short Track Speed Skating,1000m W,Winter,1952,Oslo,Team,Gold,114.592,seconds,3,1,1,0,0,43,158,1900,20,No,Percy Cerutty,178.6,74.6,-
ATH-01707,Denys Adeyemi,Male,36,1988-05-12,FRA,France,Archery,Individual W,Summer,1896,Athens,Team,No Medal,299.946,points,2,5,3,0,2,248,844,1896,3,No,Vladimir Alekna,162.3,91.4,Equipment issue
ATH-01708,Juan Lochte,Male,28,1996-09-11,BRA,Brazil,Gymnastics (Artistic),Rings,Summer,2012,London,Individual,No Medal,15.186,points,4,4,3,1,0,37,152,1920,20,No,Vladimir Alekna,157.9,44.4,-
ATH-01709,Yuki Wanjiku,Female,38,1986-07-20,AUT,Austria,Swimming,100m Backstroke,Summer,1896,Athens,Individual,Bronze,521.29,seconds,2,7,6,0,1,59,196,1896,18,No,Percy Cerutty,199.8,60.2,Disqualified (false start)
ATH-01710,Nesta Ito,Male,20,2004-06-25,SWE,Sweden,Archery,Mixed Team,Summer,1996,Atlanta,Team,Bronze,240.414,points,4,1,0,0,1,200,648,1896,4,No,Jon Drummond,187.6,84.3,Final Appearance
ATH-01711,Krzysztof Kaminski,Male,15,2009-05-07,GBR,Great Britain,Shooting,50m Rifle 3 Positions M,Summer,1908,London,Individual,Bronze,234.265,points,5,3,0,1,2,285,896,1896,2,No,Franz Stampfl,169.3,70.9,-
ATH-01712,Josef Gheorghe,Male,22,2002-08-04,RSA,South Africa,Freestyle Skiing,Half-Pipe W,Winter,1998,Nagano,Individual,No Medal,67.354,points,4,5,5,0,0,23,90,1904,30,World Record,Hiroshi Hoketsu,188.5,75.0,-
ATH-01713,Valentina Romano,Female,38,1986-12-05,BRA,Brazil,Figure Skating,Men's Singles,Winter,1968,Grenoble,Individual,No Medal,155.421,points,5,8,3,3,2,37,152,1920,20,No,Dan Pfaff,177.1,60.2,-
ATH-01714,Justyna Kvinikadze,Female,26,1998-10-07,EGY,Egypt,Bobsled,Monobob W,Winter,1956,Cortina d'Ampezzo,Team,No Medal,165.813,seconds,5,2,2,0,0,8,28,1912,45,No,Tadashi Suzuki,171.1,100.2,-
ATH-01715,Florent Kumar,Male,15,2009-04-06,CAN,Canada,Shooting,10m Air Pistol W,Summer,2008,Beijing,Individual,No Medal,224.903,points,3,5,4,1,0,118,381,1900,6,No,Dan Pfaff,186.3,86.2,Record broken next day
ATH-01716,Anahit Nozadze,Female,27,1997-11-22,DEN,Denmark,Athletics,50km Race Walk,Summer,1920,Antwerp,Individual,Gold,96.023,seconds,4,7,3,2,2,66,260,1896,10,No,Tadashi Suzuki,181.7,60.1,-
ATH-01717,Hasmik Lochte,Female,38,1986-01-08,HUN,Hungary,Luge,Men's Doubles,Winter,1960,Squaw Valley,Individual,Bronze,84.786,seconds,2,3,1,1,1,182,536,1896,5,No,Jon Drummond,167.6,71.7,Withdrew - injury
ATH-01718,Alina Santos,Female,34,1990-05-01,IRI,Iran,Ski Jumping,Large Hill Individual,Winter,1960,Squaw Valley,Individual,No Medal,92.895,metres,4,5,2,2,1,19,60,1948,34,No,Andrei Socaci,172.1,66.7,Photo-finish silver
ATH-01719,Piotr Johnson,Male,15,2009-11-05,USA,United States,Shooting,Trap M,Summer,1896,Athens,Individual,No Medal,188.602,points,2,6,5,1,0,1061,2638,1896,1,No,Virgilijus Alekna,182.5,93.9,Oldest medalist
ATH-01720,Wei Kuznetsov,Male,24,2000-09-15,EGY,Egypt,Shooting,50m Rifle 3 Positions W,Summer,2012,London,Individual,No Medal,153.672,points,1,1,1,0,0,8,28,1912,45,World Record,Yury Zakharevich,186.3,78.2,-
ATH-01721,Krzysztof Kowalczyk,Male,21,2003-12-05,PRK,North Korea,Luge,Team Relay,Winter,1980,Lake Placid,Individual,No Medal,61.888,seconds,5,7,3,3,1,16,54,1964,35,No,Virgilijus Alekna,173.7,73.2,Season Best
ATH-01722,Betty Yohannes,Female,24,2000-12-22,NOR,Norway,Swimming,200m Butterfly,Summer,2004,Athens,Individual,No Medal,252.862,seconds,3,8,1,0,7,148,392,1900,2,No,Arthur Lydiard,178.6,74.6,-
ATH-01723,Florent Han,Male,32,1992-08-25,SUI,Switzerland,Fencing,Epee Team M,Summer,1908,London,Individual,No Medal,5.827,touches,5,5,1,4,0,70,203,1896,12,No,Yury Zakharevich,163.1,68.3,Withdrew - injury
ATH-01724,Anahit Popescu,Female,29,1995-02-19,GEO,Georgia,Bobsled,4-man M,Winter,1998,Nagano,Team,No Medal,145.557,seconds,3,4,1,2,1,7,30,1996,44,No,Andrei Socaci,171.3,111.0,Season Best
ATH-01725,Patrick Müller,Male,16,2008-09-28,BUL,Bulgaria,Ice Hockey,Women's Ice Hockey,Winter,1952,Oslo,Team,No Medal,3.014,goals,3,2,1,0,1,54,224,1896,15,No,Marcus O'Sullivan,193.2,80.8,Disqualified (false start)
ATH-01726,Nisha Moore,Female,41,1983-04-17,FRA,France,Rowing,Double Sculls W,Summer,1904,St. Louis,Individual,Gold,451.623,seconds,2,8,8,0,0,248,844,1896,3,World Record,Jon Drummond,184.9,77.4,-
ATH-01727,Marta Wójcik,Female,23,2001-08-14,ESP,Spain,Cycling,BMX Freestyle,Summer,1906,Athens,Individual,Silver,716.761,seconds,2,2,1,1,0,50,170,1900,18,No,Anna Tarkhanova,172.8,79.4,-
ATH-01728,Camelia Gebrselassie,Female,37,1987-09-23,CUB,Cuba,Ice Hockey,Men's Ice Hockey,Winter,2018,PyeongChang,Team,No Medal,2.578,goals,1,0,0,0,0,82,226,1900,8,No,Li Yongbo,179.4,94.9,-
ATH-01729,Mary Fraser-Pryce,Female,41,1983-04-17,EGY,Egypt,Ski Jumping,Normal Hill Team,Winter,2018,PyeongChang,Team,No Medal,131.338,metres,5,0,0,0,0,8,28,1912,45,World Record,Bob Bowman,171.5,68.5,National Record
ATH-01730,Dafne Biles,Female,32,1992-02-12,POL,Poland,Judo,Extra-Lightweight,Summer,2020,Tokyo,Individual,No Medal,7.516,ippon,2,1,1,0,0,72,297,1924,9,Olympic Record,Franz Stampfl,191.8,80.5,Record broken next day
ATH-01731,Bohdan Tashkentov,Male,28,1996-09-15,AUS,Australia,Rowing,Double Sculls M,Summer,2004,Athens,Team,No Medal,503.387,seconds,1,7,1,3,3,170,554,1896,4,No,Glen Mills,191.1,90.7,-
ATH-01732,Naoto Bekele,Male,17,2007-03-19,EGY,Egypt,Speed Skating,5000m M,Winter,1924,Chamonix,Team,Bronze,77.911,seconds,3,2,0,0,2,8,28,1912,45,No,Li Yongbo,181.4,64.0,Equipment issue
ATH-01733,Kipchoge Robinson,Male,30,1994-08-12,GER,Germany,Gymnastics (Artistic),All-Around,Summer,2008,Beijing,Individual,No Medal,13.797,points,4,6,1,5,0,275,854,1896,2,Olympic Record,Glen Mills,153.9,40.2,Youngest competitor
ATH-01734,Ramil Martin,Male,27,1997-10-27,GBR,Great Britain,Football (Soccer),Women's Football,Summer,2012,London,Team,No Medal,6.474,goals,1,6,2,3,1,285,896,1896,2,No,John Smith,168.4,63.5,-
ATH-01735,Tigran Yoon,Male,42,1982-11-20,ITA,Italy,Wrestling,Greco-Roman 130kg,Summer,2024,Paris,Individual,No Medal,5.572,points,3,3,0,1,2,247,753,1900,4,No,Anna Tarkhanova,171.2,125.0,Final Appearance
ATH-01736,Sergei Gebremariam,Male,40,1984-05-27,BEL,Belgium,Cycling,Madison,Summer,1920,Antwerp,Individual,No Medal,9519.158,seconds,1,8,8,0,0,43,158,1900,20,No,Percy Cerutty,191.8,76.1,-
ATH-01737,Alejandro Tanaka,Male,17,2007-02-05,NED,Netherlands,Cycling,Road Race,Summer,1908,London,Individual,No Medal,1597.602,seconds,1,6,0,4,2,121,380,1900,7,No,Yury Zakharevich,178.9,63.2,Personal Best
ATH-01738,Susan Mammadov,Female,37,1987-02-23,RSA,South Africa,Canoe/Kayak,Canoe Slalom C-1 M,Summer,1908,London,Individual,No Medal,377.601,seconds,5,1,1,0,0,23,90,1904,30,No,Andrei Chemerkin,192.4,70.9,Comeback after injury
ATH-01739,Hakki Silva,Male,41,1983-09-02,ETH,Ethiopia,Swimming,400m Individual Medley,Summer,2020,Tokyo,Individual,No Medal,663.517,seconds,4,7,4,2,1,25,57,1956,30,No,Bao Chünlai,181.3,77.3,Comeback after injury
ATH-01740,Rui Dubois,Male,17,2007-05-05,RUS,Russia,Gymnastics (Artistic),Team,Summer,1996,Atlanta,Individual,No Medal,13.994,points,4,4,4,0,0,194,531,1994,2,No,Marcus O'Sullivan,177.5,74.9,Withdrew - injury
ATH-01741,Darya Bolt,Female,34,1990-06-07,ETH,Ethiopia,Taekwondo,-49kg W,Summer,1996,Atlanta,Individual,Silver,7.572,points,5,5,3,1,1,25,57,1956,30,No,Wei Ping,194.3,67.4,First from country
ATH-01742,Brian Adeyemi,Male,19,2005-10-26,HKG,Hong Kong,Alpine Skiing,Giant Slalom W,Winter,2002,Salt Lake City,Individual,No Medal,204.681,seconds,4,1,0,1,0,3,9,1952,60,World Record,Alberto Salazar,166.7,88.8,Weather-affected
ATH-01743,Alexandra Thomas,Female,18,2006-07-12,DEN,Denmark,Football (Soccer),Women's Football,Summer,1908,London,Team,Silver,12.328,goals,1,8,7,1,0,66,260,1896,10,No,Dan Pfaff,168.1,86.9,Withdrew - injury
ATH-01744,Carlos Yang,Male,23,2001-03-07,SNG,Singapore,Wrestling,Freestyle 125kg,Summer,2012,London,Individual,Silver,5.702,points,1,7,6,1,0,1,5,1948,62,No,Khristo Hristov,177.3,114.6,First from country
ATH-01745,Fabio Harris,Male,25,1999-03-01,FIN,Finland,Weightlifting,89kg,Summer,1996,Atlanta,Individual,No Medal,225.268,kg,1,3,2,0,1,161,459,1908,3,No,Bob Bowman,162.5,66.3,Record broken next day
ATH-01746,Erik Wu,Male,19,2005-12-23,AUT,Austria,Archery,Individual M,Summer,1908,London,Team,Gold,287.57,points,3,2,1,1,0,59,196,1896,18,No,Wei Ping,189.6,64.0,-
ATH-01747,Agnieszka Choi,Female,23,2001-12-26,USA,United States,Weightlifting,73kg,Summer,1908,London,Individual,No Medal,454.79,kg,3,7,7,0,0,1061,2638,1896,1,No,Andrei Socaci,156.8,69.1,Final Appearance
ATH-01748,Lela Enkhtaivan,Female,42,1982-11-24,SWE,Sweden,Archery,Mixed Team,Summer,1900,Paris,Team,Silver,298.405,points,5,2,0,1,1,200,648,1896,4,No,Sandor Szabo,173.9,89.5,-
ATH-01749,Priya Hakobyan,Female,30,1994-08-10,VEN,Venezuela,Luge,Men's Doubles,Winter,1956,Cortina d'Ampezzo,Team,No Medal,77.704,seconds,3,6,1,5,0,2,14,1948,58,No,Valentin Lalev,178.1,97.9,-
ATH-01750,Siranush Ivanov,Female,19,2005-11-11,FIN,Finland,Basketball,Women's Basketball,Summer,1912,Stockholm,Team,No Medal,14.981,points,5,1,1,0,0,161,459,1908,3,No,Renato Canova,171.1,72.8,-
ATH-01751,James Dupont,Male,29,1995-07-16,IND,India,Judo,Heavyweight,Summer,2000,Sydney,Individual,No Medal,5.456,ippon,5,6,5,0,1,10,35,1900,48,No,Wei Ping,162.8,76.4,-
ATH-01752,Jae-won Dinu,Male,25,1999-04-03,HUN,Hungary,Bobsled,4-man M,Winter,1932,Lake Placid,Team,No Medal,192.013,seconds,5,6,4,1,1,182,536,1896,5,No,Dan Pfaff,175.7,88.6,Olympic Debut
ATH-01753,Lilit Bolt,Female,23,2001-05-08,ARMinistration,Armenia,Gymnastics (Artistic),Floor Exercise,Summer,1996,Atlanta,Individual,No Medal,12.641,points,1,1,0,1,0,4,18,1996,50,No,Khristo Hristov,154.7,50.0,First from country
ATH-01754,Valentina Bernard,Female,21,2003-04-03,AUT,Austria,Fencing,Foil Team W,Summer,1912,Stockholm,Team,No Medal,12.462,touches,1,7,1,6,0,59,196,1896,18,No,Virgilijus Alekna,186.6,69.5,-
ATH-01755,Alina Rusu,Female,15,2009-02-01,EGY,Egypt,Bobsled,2-man M,Winter,1952,Oslo,Team,No Medal,189.867,seconds,3,4,1,2,1,8,28,1912,45,No,Franz Stampfl,188.0,94.8,-
ATH-01756,Mykola Shevchenko,Male,31,1993-07-02,CHN,China,Ski Jumping,Large Hill Individual,Winter,2010,Vancouver,Team,Silver,113.473,metres,2,2,1,1,0,263,636,1932,1,No,Jon Drummond,174.4,71.5,-
ATH-01757,Steven Tanaka,Male,20,2004-03-08,CAN,Canada,Gymnastics (Artistic),Team,Summer,2024,Paris,Individual,No Medal,12.529,points,1,8,0,7,1,118,381,1900,6,No,Anna Tarkhanova,155.1,47.2,-
ATH-01758,Valentina Constantin,Female,30,1994-12-28,ETH,Ethiopia,Shooting,Trap M,Summer,2016,Rio de Janeiro,Individual,No Medal,258.022,points,4,7,0,3,4,25,57,1956,30,No,Bob Bowman,172.7,89.4,Personal Best
ATH-01759,Liang Babayev,Male,42,1982-03-04,TPE,Chinese Taipei,Bobsled,4-man M,Winter,1980,Lake Placid,Team,No Medal,212.428,seconds,5,8,2,0,6,7,25,1956,45,No,Yury Zakharevich,194.9,80.6,Disqualified (false start)
ATH-01760,Enkhjargal Wójcik,Female,19,2005-07-09,CRO,Croatia,Skeleton,Men's Skeleton,Winter,1998,Nagano,Individual,No Medal,113.495,seconds,3,3,0,2,1,12,50,1992,38,No,Vladimir Alekna,182.3,104.9,Season Best
ATH-01761,Barbara Bernard,Female,32,1992-06-08,COL,Colombia,Ice Hockey,Men's Ice Hockey,Winter,1980,Lake Placid,Team,Bronze,6.939,goals,3,4,2,0,2,8,24,1932,48,No,John Smith,185.6,99.6,Olympic Debut
ATH-01762,Sandrine Fraser-Pryce,Female,19,2005-05-06,SRB,Serbia,Fencing,Sabre Individual M,Summer,2020,Tokyo,Team,Gold,5.297,touches,4,6,5,0,1,10,36,2008,40,No,Renato Canova,182.1,58.5,First from country
ATH-01763,Andrew Haile,Male,38,1986-06-19,SNG,Singapore,Canoe/Kayak,C-2 500m M,Summer,2008,Beijing,Individual,No Medal,382.642,seconds,2,8,5,2,1,1,5,1948,62,No,Béla Károlyi,165.6,69.9,Withdrew - injury
ATH-01764,Aurelie Tashkentov,Female,30,1994-03-16,TPE,Chinese Taipei,Ski Jumping,Mixed Team,Winter,1956,Cortina d'Ampezzo,Individual,No Medal,84.674,metres,4,8,7,1,0,7,25,1956,45,No,Jon Drummond,172.2,53.0,National Record
ATH-01765,Naim Costa,Male,22,2002-09-01,IRI,Iran,Freestyle Skiing,Ski Cross W,Winter,1964,Innsbruck,Individual,No Medal,77.351,points,4,4,1,3,0,19,60,1948,34,World Record,Virgilijus Alekna,185.6,61.7,Photo-finish silver
ATH-01766,Robert Biles,Male,17,2007-02-08,MEX,Mexico,Ice Hockey,Men's Ice Hockey,Winter,1936,Garmisch-Partenkirchen,Team,No Medal,11.662,goals,3,8,0,4,4,14,72,1924,35,No,Glen Mills,175.5,79.6,National Record
ATH-01767,Christopher Smith,Male,42,1982-12-17,BLR,Belarus,Canoe/Kayak,K-1 200m W,Summer,2004,Athens,Individual,Silver,518.015,seconds,4,7,6,1,0,24,75,1996,33,No,Tadashi Suzuki,187.6,60.7,-
ATH-01768,Hassan Miller,Male,27,1997-08-20,BUL,Bulgaria,Wrestling,Greco-Roman 130kg,Summer,1912,Stockholm,Individual,No Medal,4.55,points,2,3,3,0,0,54,224,1896,15,Olympic Record,Glen Mills,194.2,101.7,Withdrew - injury
ATH-01769,Olga Watanabe,Female,16,2008-06-17,IND,India,Curling,Women's Curling,Winter,1952,Oslo,Team,No Medal,8.31,points,3,7,2,2,3,10,35,1900,48,No,Franz Stampfl,183.6,83.8,Comeback after injury
ATH-01770,Razvan Kravchenko,Male,29,1995-01-04,NOR,Norway,Bobsled,2-man M,Winter,2006,Turin,Team,No Medal,203.208,seconds,4,4,4,0,0,148,392,1900,2,No,Li Yongbo,190.3,80.3,Youngest competitor
ATH-01771,Agnieszka Oliveira,Female,28,1996-09-18,MAS,Malaysia,Athletics,Heptathlon,Summer,2020,Tokyo,Individual,No Medal,205.166,seconds,1,8,6,0,2,0,12,1956,58,No,Franz Stampfl,202.1,83.8,-
ATH-01772,Natalya Volkov,Female,42,1982-07-09,POR,Portugal,Figure Skating,Pairs,Winter,1992,Albertville,Individual,No Medal,238.703,points,2,0,0,0,0,6,29,1912,50,No,Virgilijus Alekna,160.0,58.8,Comeback after injury
ATH-01773,Justyna Kowalczyk,Female,35,1989-12-13,DPR,North Korea,Ice Hockey,Women's Ice Hockey,Winter,1964,Innsbruck,Team,No Medal,8.859,goals,3,4,3,0,1,16,54,1964,35,No,Sandor Szabo,180.6,95.9,Equipment issue
ATH-01774,Henrik Miller,Male,39,1985-06-08,GBR,Great Britain,Alpine Skiing,Giant Slalom W,Winter,2010,Vancouver,Individual,No Medal,159.077,seconds,3,0,0,0,0,285,896,1896,2,No,Renato Canova,186.7,85.7,Oldest medalist
ATH-01775,Razvan Bondarenko,Male,31,1993-01-12,NGR,Nigeria,Cross-Country Skiing,30km M,Winter,1964,Innsbruck,Team,No Medal,2341.921,seconds,5,3,2,1,0,13,32,1952,40,No,Jon Drummond,169.0,78.8,-
ATH-01776,Linda Shevchenko,Female,22,2002-08-07,DPR,North Korea,Gymnastics (Artistic),Floor Exercise,Summer,2012,London,Individual,No Medal,12.795,points,1,4,0,2,2,16,54,1964,35,No,Gennadi Touretski,170.3,53.5,Personal Best
ATH-01777,Julien Shah,Male,31,1993-04-28,GER,Germany,Alpine Skiing,Slalom W,Winter,1936,Garmisch-Partenkirchen,Individual,No Medal,285.509,seconds,3,6,1,1,4,275,854,1896,2,No,Virgilijus Alekna,188.0,78.7,First from country
ATH-01778,Ivan Wang,Male,30,1994-04-27,GBR,Great Britain,Luge,Team Relay,Winter,2022,Beijing,Individual,No Medal,172.361,seconds,1,5,4,0,1,285,896,1896,2,Olympic Record,John Smith,184.3,89.8,Personal Best
ATH-01779,Susan Bondarenko,Female,40,1984-09-04,ARG,Argentina,Judo,Half-Heavyweight,Summer,2008,Beijing,Individual,Silver,6.705,ippon,5,5,4,1,0,23,77,1920,30,No,Alberto Salazar,190.6,72.7,Technical violation
ATH-01780,Ekaterina Lee,Female,25,1999-08-28,GER,Germany,Swimming,200m Butterfly,Summer,1920,Antwerp,Individual,No Medal,648.892,seconds,1,7,3,2,2,275,854,1896,2,No,Tadashi Suzuki,198.2,91.5,Disqualified (false start)
ATH-01781,Linda Njoroge,Female,42,1982-09-16,CAN,Canada,Ski Jumping,Normal Hill Team,Winter,1928,St. Moritz,Team,No Medal,141.194,metres,1,7,0,7,0,118,381,1900,6,No,Renato Canova,178.9,69.9,-
ATH-01782,Kevin Popov,Male,30,1994-08-09,NED,Netherlands,Ice Hockey,Women's Ice Hockey,Winter,1936,Garmisch-Partenkirchen,Team,No Medal,4.935,goals,2,8,4,0,4,121,380,1900,7,No,Bob Bowman,197.3,81.4,Record broken next day
ATH-01783,Andrei Thomas,Male,35,1989-07-28,EGY,Egypt,Short Track Speed Skating,1000m W,Winter,1924,Chamonix,Team,Silver,351.677,seconds,1,1,0,1,0,8,28,1912,45,No,Jon Drummond,171.4,81.0,Oldest medalist
ATH-01784,Nikolai Weber,Male,31,1993-06-15,NOR,Norway,Triathlon,Men's Triathlon,Summer,2000,Sydney,Individual,No Medal,5956.726,seconds,1,5,5,0,0,148,392,1900,2,No,Andrei Socaci,190.8,78.7,Season Best
